Literal_1,Literal_2,Literal_3
-15193,5351,1730
10197,3789,14364
8162,-4396,-6017
12910,-12381,15813
11846,-14259,-3154
-4031,-9282,-606
15107,1439,-11040
5301,15033,15002
13740,5212,-14680
-14631,1237,2257
4754,-2700,13217
15651,-712,-6339
11936,-1102,-4156
13303,-13854,-8815
8766,13188,14143
-14702,-12899,-9622
13986,-179,6790
-5991,14463,-379
-2485,3084,15263
-10286,4041,2144
-3075,10745,-8135
-10271,1987,-15675
-11729,-7249,-11574
-5169,-15594,436
-4309,6897,-3282
1066,-14149,-9529
-3396,-12385,-2935
-12017,-11983,-3653
13098,6941,-11576
1765,-13481,-15600
6698,3476,13230
15671,-1112,-15664
-11963,-13229,-5955
-12900,12212,-10278
1162,2442,-3125
9470,-9425,5447
-5035,-8760,-5688
-1314,12413,-11205
-9546,-4148,14794
-14334,16357,-9537
-157,4224,12690
7379,-264,14962
507,-5261,-7639
-6786,-3840,9811
-14762,-8576,-5607
-9196,3154,5249
-6839,2308,6492
-6725,-12269,-5172
9581,-5646,2974
11596,-604,7955
-13915,-8356,-8765
11285,-2126,-4083
14118,-1123,4681
-6248,-13219,13087
-2460,3705,-12997
4332,-13797,-10943
12976,-14063,-3173
11452,-3403,10436
12798,-2669,8487
15567,7252,-3274
-12727,4073,-15641
-414,14722,-6408
-16037,2146,12633
4361,10593,7096
-3797,4322,-5902
-7632,13455,-10473
14225,-14307,-7046
5820,-9304,-13879
-4499,-9310,12881
2556,1906,-6708
14891,-5423,-14729
-10780,5768,-7386
-10133,13198,1989
6775,-6009,-927
3407,7496,668
-14074,4932,-10866
-15647,8853,1285
-13619,2373,-12153
-5993,-2587,6341
-13526,12174,318
1513,6641,-1652
-10740,-9902,9971
4992,3276,-6285
13015,-14783,10762
12857,2897,-8859
-1481,3574,10015
-10871,12669,8309
7908,8856,-6871
-8688,6331,15231
8559,-8891,3441
-7983,104,-6040
-1900,7459,-16166
-12774,10357,2716
-9695,-9315,-6836
-2739,3381,5355
12243,1666,10078
-9419,-11219,1699
4810,-292,-7353
15191,13943,-11733
1755,-7911,-1534
1671,5763,-5116
226,4027,-14935
-9962,-442,5079
6175,5814,-995
8647,-14925,-15708
-16326,-14701,-12506
-2333,741,-8990
-10573,14487,13942
11198,-7930,-14118
10478,-5390,15013
8761,-5457,12254
12385,8662,-1348
10702,-14682,-4164
8251,-6040,15936
-12320,14301,-6143
7211,-5943,12008
-11091,7010,11018
-816,-144,-12813
15677,16047,-7206
2937,8695,7499
-5342,-8736,-949
15118,-8307,9913
2120,2,-8814
6820,2693,787
-8041,9040,-10643
-6883,-5569,-5861
-535,-7904,-3706
-13049,-11366,-3075
-12819,-2334,-11866
-12399,1253,14444
12662,7256,-14969
1266,-364,10156
-5325,-12341,-1428
14688,6481,-9721
-14104,-14017,12131
11718,7387,2422
6312,1700,11811
13087,3825,5389
-8637,8550,-9662
-7485,15801,-5777
4702,-10818,-12210
-10876,-8893,7330
13260,-12525,-1898
14395,-11252,-4556
-7126,4518,-11700
1773,-13824,2543
-1387,-12264,15649
8102,9676,14816
-16020,15825,-13822
-15040,6966,10034
5906,8044,15145
-7389,-14848,14703
10131,-677,-3324
-11358,914,11742
-4060,-7626,-10620
8908,6776,-15315
321,16039,9765
7215,-3351,-13080
-6399,13395,-6781
8411,-6506,3474
-5197,-1581,-10424
2807,-2436,4647
-3644,-11345,1313
1217,3370,-15298
-15775,-2460,-7616
13589,14896,15021
-7344,5961,7845
-9869,3854,14836
-14253,14047,-586
-1968,-8092,12002
8161,15445,-12946
-15717,15624,4569
16211,6673,-5103
7340,-12926,-15341
-7622,-5653,1480
-14819,6559,-2702
14784,9233,11788
-10469,-14046,-2115
7285,-15497,2467
-7004,10313,3712
7915,-4810,796
8193,-4006,-12368
7766,1432,-6456
-2216,1663,-9398
6903,9826,-638
-4732,-13791,16233
-9409,-577,14832
8824,215,-5097
-16206,-4375,16022
-30,8022,7786
-3122,7337,4976
11691,11460,-3969
14577,14622,8263
12943,-5807,4689
-9540,8658,14386
1351,7947,-7497
1048,-8550,14589
5661,-9043,2562
3236,7213,-9874
11166,-591,7309
14367,958,-8987
-739,-2560,-6274
-15674,11689,16175
-12583,-16220,12228
9163,-10206,-13452
-14102,-1019,809
-1016,11568,12886
-6311,12988,-5765
4034,-12247,-12891
-10800,-5426,-3678
6388,7476,9094
2863,11902,-15789
15053,6,-1576
-1493,16004,5187
-6312,-11816,12211
-1760,664,6128
-1081,-14239,9893
15228,5911,12494
357,12928,-3439
1353,12587,-6961
-212,14589,-12974
10033,-15511,-8820
-15435,-7856,-16072
5626,-5336,8927
-6712,-13836,2462
10730,5077,2360
-5942,3438,-2305
13621,7954,2063
-8626,3436,-14511
-13088,-8458,13546
3616,7968,13644
-9770,13661,-6840
-8697,-4666,14604
-7394,-11731,710
-13591,-13560,14902
-15810,-1256,12794
15529,-5856,-7314
8249,2940,-14189
-4477,-4725,4367
12557,3650,-14276
5538,-7472,-9823
11912,-7486,14781
1020,7803,-2522
11255,15190,-5742
2674,14345,13748
14741,-10416,-12737
-9887,1816,9253
-1401,4693,-9364
14104,-13991,-9252
10184,-522,-5574
5817,-11571,-1197
-8980,-1575,16159
-12790,2332,-12658
16218,-15174,1797
-5408,1694,740
14548,4506,1347
3839,-3154,14827
-15602,8316,-9722
15637,14813,9925
12088,7920,-14114
1309,3252,-10901
131,10965,-14604
-868,13167,-7841
-1186,-1240,-11721
-10785,10509,-171
-16217,14366,-13314
10566,13153,14685
-8462,-3354,-9398
-12870,5783,10882
-831,6979,10383
-11454,14809,-8156
3697,-11910,14541
9943,-7163,3639
7280,6112,9526
5397,7640,-12111
11009,-1048,3552
2459,15025,-465
-7858,1731,-10618
-8143,-9060,-5436
7156,396,12597
-997,-2486,11307
7551,-4106,14413
-12479,-9770,11013
1681,3392,15778
-12188,9999,-13681
2679,14682,4892
-7173,-6448,2366
-11622,443,4373
10358,-9355,-471
14787,6869,16203
14788,4594,3849
15457,-745,-13739
-11551,9028,5983
-6310,14851,-240
-10798,-13972,-996
-14819,8186,204
-8736,1205,-11797
-16200,-1363,-1953
-13771,16352,4391
-1953,-13904,-6038
-13981,-14117,-12379
2599,4157,16237
-3684,16155,-7416
7784,6072,4407
-12744,-2666,-852
-8835,1535,-2878
14288,11051,-11089
-8212,10341,5342
6824,15775,-4873
5551,9860,-257
-12763,1229,-15563
3472,631,9531
-8399,9101,-11124
6219,-3161,1881
-8925,-15675,2473
-9100,13760,-3900
-10623,-6379,4195
11337,9898,-13075
8461,13123,-11922
5415,-14446,4678
-914,13642,7316
-14339,3290,-11029
-7246,-5846,9273
-12955,-15876,4712
-3631,3817,-14506
-1970,-4829,13605
-14238,-296,11132
-12585,-10413,1579
15020,-13047,13825
14348,-12035,-9741
-11272,340,1779
-7577,-371,-6084
-10454,-5421,-563
3555,-9933,-6888
8713,-4354,10277
-3614,-3001,-13878
2020,-11882,-12952
10055,5698,-13609
13251,-4579,1492
-4573,12747,-6214
9639,-15228,-1771
15432,-12023,943
-2949,-11369,-14494
13312,10410,-13072
361,2984,-4229
-9113,-8440,-910
-11005,1144,-11071
-5232,1025,-15078
-9647,11833,-52
-14970,4625,12132
-4090,5347,-12689
5517,15018,11035
-690,-1237,-7385
-498,-16037,2590
12770,11831,-2908
6431,10695,-13140
-4908,1114,-13714
-1803,-1818,929
-10386,10004,-13492
-11338,-832,11019
13900,-12069,7198
-9989,-14727,-12987
1426,4401,8923
10060,-14637,14874
-6346,-13308,-5000
11497,13844,12527
-14116,1420,13216
-1706,-3318,-7286
-15678,6316,16066
452,-3638,7095
-9498,6089,-3581
-9793,10967,-13291
15676,-1343,-14386
3519,10598,12635
-12146,7165,7436
-5796,-12439,-8236
-1049,-10889,-14851
-7757,4961,6217
5859,-8998,-11362
14827,-9572,-4454
-4231,4582,-9104
-9852,-7386,-16132
12691,11614,6779
3151,-2102,-9244
16048,-7634,-517
-6374,7196,-5366
-1318,5950,5137
-11631,2528,-7828
10937,-1071,-3343
-9530,8335,5272
-439,-13592,9762
-6721,11850,-496
7925,2848,7719
-11733,-10404,-10225
14161,-2256,6766
1519,11755,11036
8284,4124,8710
3262,8954,15864
-5306,7160,9466
3018,-4120,-2558
14235,6736,-6113
14141,-7990,-7228
-1257,-11909,-14557
-7894,14439,-16002
15256,7775,-15550
5870,-15277,9160
959,5760,-14837
5218,-9567,1368
2758,-7016,16095
3115,-5702,6960
5901,-2534,8332
-9708,-8746,-13028
8506,14507,1992
10955,-3018,-11330
2664,-5896,-13816
-9827,-5564,4285
-3177,-10624,-8006
6491,-4465,10641
-9988,237,3225
-14367,13891,-5867
-13463,6135,12197
-3131,-8927,10607
16332,-428,6639
11916,8674,-10973
15343,-4328,2542
-4814,14575,9137
-13280,5468,-3581
4887,9929,8032
-13791,-6544,-5633
132,-889,-15936
13576,11009,-1377
-5867,9893,-1592
6218,-83,6712
-3244,-4064,16152
-3914,9771,-8793
-2825,-7981,-15461
4020,15446,-8267
5643,127,-12229
-13528,10451,-312
2071,1378,-1540
-5851,-382,14704
14151,8532,15160
-12233,11695,-1504
-15450,-7605,-3286
-6845,-16053,-10532
8456,14466,7128
5848,-9961,13857
-8676,-6391,1631
-9643,3516,-13225
1500,-11758,3433
-9623,2703,-16030
-15294,927,7905
-4240,-5386,825
6849,-7919,-389
6440,-9755,-12372
6169,1108,12042
5070,-8608,-11333
9139,11280,-6956
13095,16353,-3966
-4880,-7078,-11630
1902,11695,-8691
12812,1016,1907
10127,6091,-12057
3108,5321,899
-6939,-12043,7700
14795,11354,13265
15889,2396,11064
-12408,-598,-317
283,-2791,-4215
-6065,-3743,-11186
-2999,3129,-347
3987,15908,14419
-13804,-15046,6212
-13419,-706,3986
7218,-735,16118
-5733,-11640,-13908
4393,14722,16090
4103,-7163,13680
11022,6196,15417
554,10152,15405
8807,-13614,-12817
9504,9990,-13582
4437,-14855,-15524
-2574,6239,-7177
-2671,6136,-13105
6956,3842,-3773
-8781,-11005,-3119
12374,8532,14946
10726,-11122,15981
1830,13321,184
-10256,-13731,2897
-12088,5833,5815
11734,10993,-11313
5442,6291,-6586
-3682,14751,-15592
-15646,-774,-6958
9830,-1893,-673
-12884,2015,-14959
-2749,-12728,10862
-11070,9474,2988
3978,16250,-12776
5626,-10953,-11040
-11741,12025,-15776
-4000,12782,-11968
-8761,-6919,9612
-9563,-844,12951
-8663,7956,2033
-3381,11613,765
1623,-8793,-8788
-3483,3368,3576
11293,-7878,4994
1105,-10110,4921
4376,14139,6054
16315,13466,11341
4168,12915,12961
7038,7800,-6164
-5542,-12007,3734
-4196,-4476,5910
-6161,13274,15326
-13683,-3565,-4032
1064,5141,-12534
435,10737,-6313
10317,-15353,-156
-14397,-6810,-7229
-1040,-5271,-255
-6663,9182,-4158
16041,4117,-8830
10592,-3216,4596
11232,-856,-14046
3968,-2043,-7559
-12554,1384,-16344
-1245,-14521,-4412
14757,2082,-9417
13872,1918,16149
12635,6801,7924
16188,929,-8791
3618,13683,-5160
9647,15373,-4722
1545,7656,-4869
15025,14082,-6799
-8908,-5602,12155
-11908,-2511,-6462
-7453,-6079,-3763
16098,1790,12464
5548,-12742,385
2708,-14521,-4100
7360,-753,3383
5879,-13451,-11194
8686,-9862,-13215
10657,12656,10317
-5634,-12823,-1810
-15275,-8966,-10435
-3998,-16273,-4863
-10598,-2922,15857
-10143,-12833,-11485
5837,-7514,1612
6343,9281,-7881
-10150,10274,-11762
-3336,-6942,8899
11096,10482,4858
11702,-13495,-3401
10582,11504,-6425
12491,11905,11357
-5749,-342,8644
4970,13889,-1928
3355,-8490,-8861
7396,-15110,320
-12131,-15744,-5745
-5519,-10448,15923
-10741,-8741,9130
-11425,11713,583
7272,-8814,-7896
-8669,-11559,3254
-7142,587,4921
16312,9505,-2928
-9878,2455,5079
-11046,-4098,-13905
4196,-3055,-12816
6906,10262,-13754
10963,-4060,-1114
9530,7258,13410
-7789,10883,-11492
14050,701,-6066
-3522,4059,15035
-8267,5784,12910
-13500,-8843,-11682
5163,339,-12084
-10639,5529,12626
-2470,3955,-15019
11711,-13993,-1120
-2040,12337,-10047
12015,11830,8481
9882,-11410,-5214
-4898,-9459,-12331
1127,-3537,-6908
-12181,-10862,-13507
15038,-13396,12060
634,-13106,9739
5216,8423,4883
15002,-5847,2147
12596,-13151,10910
-12475,6188,-5318
-3242,506,-6793
-10567,4157,-6862
-8699,1351,-102
-4892,1390,-5726
-10964,-14659,9430
310,-10348,11947
736,-15588,8905
397,13596,-5622
-6449,-8974,7387
-8445,-10331,-3662
-9255,-15693,-4315
-11042,-7363,-3164
-8906,9740,3720
-9212,-6313,11382
-13653,-2255,-12341
11783,10299,-15211
2249,11555,7934
-12278,-9666,6068
10929,-10547,6748
11558,10212,13024
2273,8383,14132
-8083,-10066,14272
15710,-11557,11403
-8111,12924,-14178
-14460,-6830,-5326
-1534,-7813,3353
-5892,4746,-6358
-12537,3067,-2233
1987,-15748,-4928
4610,-4122,-10133
12655,-165,9676
9921,-7631,740
2353,-9727,-1470
-2290,-13011,-3985
16140,6300,-208
-5589,-620,-7817
-4617,-6684,-13418
-11377,-4065,-2364
-7385,8323,10693
-14237,-1687,-2642
-8600,10224,5913
1783,14686,-5329
-5805,-7214,14518
-5350,-8436,-12524
14855,-3832,-5602
-12349,-10504,-5586
11941,15209,6674
8493,-2839,-14846
-9702,16113,14955
10927,-3108,9203
-11656,-1678,12800
-6205,11197,4070
13960,-6512,162
7914,1776,7793
12706,2898,-9497
9037,8980,5288
10013,-8190,-2621
3527,-9022,7876
1200,-8978,7434
-1318,-15822,-4133
-13348,11449,-2358
-12348,14576,-1602
3837,-7260,4454
-5098,14732,2026
-3699,-12539,4381
-5616,13739,5959
15853,-9123,-8502
9089,-5894,-1966
11704,-10836,3240
6709,-6164,5192
-10312,-5633,-7261
-7573,10513,-9644
4159,11721,8121
15700,-3962,9424
-2588,8982,-14076
-10794,8481,-5743
-14712,4619,-11496
-1579,-5887,-6457
6119,-395,2603
483,6081,12846
-15460,-6645,3787
1595,3429,11605
-3589,3592,7581
4387,14051,4923
2352,-8048,10795
11527,-15476,11927
-3343,-2399,-9896
12553,6307,4968
-13337,14108,4685
-11370,-10478,-3650
5778,-1415,15185
6258,573,-6274
-1386,-1875,-15051
8293,-10152,15866
2469,2217,1607
8073,-14491,5594
-7389,-6534,8842
-3847,-4590,-5580
13402,10503,-10055
-3363,15869,2309
13868,163,-12378
9771,9231,-13970
-107,6989,12261
5174,10180,14149
-11830,3125,-10015
-3319,-6898,-14061
-11129,-5522,-16384
15785,11055,14084
9947,-12918,5868
744,-1653,-12412
1996,-6617,-5295
14398,12470,-4882
-3561,-4130,-14393
5556,12566,6262
7216,4748,14932
3941,-16162,-3454
-1583,933,5911
-3942,-15305,-157
-1208,6072,2863
-107,195,454
6242,-13516,-1169
1460,13125,904
11994,-15594,-3605
-12641,11701,8294
881,15085,9114
8768,1445,-3692
14483,15540,-10313
-4082,10043,-1516
11091,-6402,2405
-4669,14790,-3357
7444,-5481,-7139
-5301,-11795,2098
9853,8240,-13110
199,-3272,36
3377,9471,10817
-11336,13208,-15486
-6813,6102,-5735
-12564,10170,8565
-13276,14494,14556
7768,12208,12361
168,1010,12889
-6868,-1569,8679
-13117,-3610,12781
15041,-1483,9563
3964,-1849,-7775
2577,-2495,185
-5133,389,-15964
5661,-10191,-8753
-8286,-6317,11122
-5366,9100,-14264
6008,5099,-15920
7950,-9430,-8129
5259,3120,-5988
-10464,-14025,-309
8724,-13708,11902
9249,9680,3918
15392,5975,4097
6171,-13415,12095
-14583,-2479,-3774
13551,-7752,-6719
-15124,-6998,-10591
2919,3165,-13506
3662,-348,12157
9652,-12683,-7905
-4934,8446,-13383
2303,15857,-6284
15598,-14933,2708
1391,-4508,10523
-1002,2445,-10816
12528,-13920,-12214
-12906,7970,15356
-6935,-3242,-5721
7910,-3879,-3869
11520,-14968,-14790
-868,-13530,-10355
5853,-6837,4348
-15366,11544,6564
-3283,8726,11560
6908,10983,-5440
9373,-15271,-13885
2654,-13418,7399
-14006,7705,11248
4214,14897,8876
14847,-11072,3010
-7423,-10360,11263
15520,185,13172
15337,12904,-7461
9775,-2101,5351
-6466,6798,-4912
-10354,-9957,-8844
11241,-8176,4362
-10307,9488,-228
-7938,2051,-1515
-2672,-5515,-3911
-1365,-4049,-185
-13776,5490,-692
567,-2632,-14927
8240,5847,-14515
2603,15309,9157
-1967,-11210,11385
6237,-407,-13480
4195,-4692,7749
8504,-16166,13033
-579,-1521,8333
-11963,-2256,1334
13133,7850,-14772
11360,12183,-10895
6284,13246,-7395
-5211,-7866,-13086
9188,8176,14297
15318,6693,-11985
-5131,12070,15428
6165,-3234,-3625
12447,9080,-2663
-498,-6798,-14951
-6757,4316,8788
4945,15585,7927
-4784,-6915,12503
8578,-126,9053
2992,1991,7385
10383,-16148,-15453
7254,16202,11090
-3334,-11341,9910
-9383,-1546,3209
4293,14940,-12259
-2693,15472,-11925
-11119,-6596,-2427
9328,11421,-14756
-9093,8134,-4706
7582,-8945,-2988
13862,-9422,-3280
-9689,-13734,15596
7483,-6879,-10387
-3937,-5773,344
-1325,14115,-3230
-8196,-16068,-5074
300,-10467,11263
3305,-7652,-6525
5514,12858,5719
-4672,-10166,-16160
-10911,3737,-14093
-401,459,11152
5747,-16289,15507
-9047,11808,-15781
10071,7071,-8934
543,-13806,15099
-442,13707,9946
-140,6036,-6339
12038,8027,10633
16093,-2090,-3386
-2962,-6533,-12227
-1900,-502,-11547
10929,14879,1061
5641,6447,-4661
-5545,-3583,14991
15896,4993,735
-7931,15562,-3004
-3245,14329,-6663
-12661,-15566,2005
-11124,1264,16103
10916,1992,-14294
12389,-3944,15541
1645,-139,2367
13803,4165,4324
-5779,7936,-14641
11706,7725,-9376
9008,6281,8100
13717,-6598,-8213
15174,12771,-5630
-696,7636,-7357
13805,13298,5989
-7086,12762,2099
10704,-13317,8462
10143,7918,-12197
-13674,5047,5772
-6450,-6772,-13209
-3285,-16065,-1294
-2158,14651,10368
-7076,11549,-10694
6158,-7050,7688
-13666,-7150,10310
8318,-6843,13102
-5685,14685,-6581
7685,12584,535
1129,2508,8041
5985,16189,6893
-12478,628,-12263
-2038,-3783,-174
11763,-14434,12009
-15735,12639,15254
12343,-5139,14984
8900,-14322,-7559
1798,5612,-11778
-5657,11909,6771
12128,7986,10547
15336,2365,-13697
-848,-11666,15621
-4844,-3931,9739
-11419,-1515,13882
-1357,12700,14717
16008,723,-9408
-3663,15511,899
8848,8390,13305
-14081,11919,-11392
8698,-14101,-4363
8474,2228,-15910
11861,5458,-3827
9608,-15537,11661
45,-3038,-11742
-13287,6274,9909
16280,-10437,5062
13438,-58,-13603
7080,-9131,4096
1574,4640,-15349
11350,-8628,561
10430,-7633,368
15907,8072,-15970
-9192,-2307,-9762
-809,9899,10624
11868,4267,3878
-15631,-5416,3668
15854,-13909,-2133
706,13440,13819
14828,12691,-10418
-14975,-13690,7337
-12292,14613,11287
11513,-15132,13747
15125,2606,-15453
-3023,-3740,-16049
-5098,-14568,13326
14959,-5475,2423
1743,-10185,-6994
-6917,10858,-11025
-10913,3667,-1317
14904,-7344,10620
13508,-11084,-13204
-9030,14246,795
2202,-6436,-4307
4233,11690,13802
-3473,-4726,-5488
2443,10232,3272
8649,9795,13636
-8872,-13664,-1753
-7831,7584,-15272
393,1313,-3605
4037,-15524,5521
-6381,15106,-2429
-5922,-3808,6228
5313,8986,14178
15133,-5590,10395
-15012,-6153,-1500
-3571,10416,-8836
-13271,-13775,12793
1137,3047,6648
10450,16199,-7119
14051,4596,13785
13228,-1180,-11147
925,478,11386
12828,13808,16379
-14060,14150,12139
-12833,-9768,14262
5658,-5737,6299
-571,7343,-1187
-13847,6550,6094
-2269,7346,-5689
-5927,333,14190
5852,605,-20
4450,3998,-8561
6818,15653,13318
5719,-2148,-10356
4315,-15873,-14752
15060,-11140,-12779
-14061,9161,6754
9591,11337,-8602
-3160,5952,1749
9829,2175,-14601
16305,8900,11384
1209,10396,6973
14834,2124,-747
7096,10520,12525
-4532,9448,153
-5709,-14917,2868
-1745,-11512,-13650
-5681,-1995,4278
-4747,12402,1336
7132,-11264,6008
10536,-4394,-15751
-12742,2233,4885
-6773,-14593,15835
10471,-7746,6124
11564,-3607,-16157
13057,-11036,-3384
-2177,479,-11677
-7920,-14457,-10161
1698,-4471,8380
8866,9053,16142
9254,11728,-1282
8338,3973,-15243
1016,-14108,-1773
-7812,-9929,-11513
-12860,-12081,4413
14442,-613,10947
9986,-10660,-15826
-269,-2959,-2566
15294,-1286,-15669
10596,-650,1553
-13147,-10669,-1435
-12500,-7619,3674
-9790,-3178,-12382
-12706,-3922,-4945
5759,14021,12080
-7181,-12375,-10796
10134,-3494,-14990
-9095,-1734,-4456
-12410,9508,-2780
5584,-14460,2049
-15705,3638,16295
9753,-16322,11928
-15307,-10895,417
10003,7879,8982
-696,7411,-890
-6914,15531,5980
-8393,-10412,7345
-8966,-2139,14684
9575,-5884,8524
-2007,2453,-943
7351,6287,-14943
-3928,-333,5692
3391,10297,11432
-10648,-15910,12322
10330,-12692,12817
-1315,12922,-13891
5308,1389,2415
-2932,2547,-2779
-4822,8119,3218
-3634,13708,-13236
4857,13718,-7651
-4759,12017,6319
-6459,-8326,2057
3820,4172,15594
-11141,3871,-11488
-8713,-11715,1903
-7982,3400,4927
6082,-1781,600
-1127,1626,1817
-5149,-4439,-12050
2842,-16144,-15647
13051,15351,5460
-13416,18,-7671
-13962,14573,14896
4813,-10144,-9307
-6930,11216,-408
-4734,2038,208
9889,9005,-2952
4324,-479,-6455
13092,-618,10926
-7746,3523,-7396
-7124,8204,-6542
3500,-4818,-6849
-1311,-13931,-4094
-10769,-7384,-5767
-8825,11660,-3347
-228,-14477,13960
5995,-785,-15289
5684,-2919,-5629
1775,14855,-7763
-11876,-5098,16213
-10621,-691,3024
11578,-6818,952
-14007,-10055,11154
-9195,-14633,-380
14511,-13679,10710
-6404,-3899,8572
-15750,-10837,12171
-12779,16113,14683
15756,1316,3930
11906,15173,-9599
-5725,1840,-13392
-89,15141,3678
7253,-9375,-3192
3212,1099,2780
-6508,2289,-2670
6609,-289,13863
-3263,-7237,5720
8468,16358,1208
14768,11024,-13503
5228,-12331,5988
-3365,-14629,7915
6295,-4524,4313
14621,2659,-7136
16117,11433,-3150
-5576,-15606,4183
-4519,-6397,-11179
1811,-4754,14249
12803,7670,-11570
-8991,9447,-9994
-15158,-4032,11580
-1330,-13433,11648
15139,-3652,-8871
8954,-5108,14551
-3775,12152,12601
-2665,-6385,6376
-9774,9529,-7447
-10635,11563,-15454
-10735,-7069,2873
8510,-13853,-9466
-16301,870,-13775
13079,-5370,-9578
-2534,11996,10673
8732,-11961,-14082
15629,-14236,4162
-11870,15290,9375
-4571,-15339,6435
16308,3444,-13245
-5633,13249,-3332
-6437,15182,13941
12378,13414,-9309
-11600,15192,11981
-2372,62,-2086
6840,9123,9807
-12275,-9655,-9680
642,10501,-7349
-10784,-14186,11347
-14539,-12773,-12776
-5966,15941,2426
-8159,-11070,9610
-7749,-8630,14340
9344,-2136,-3296
11769,14442,-12036
-2963,7181,-4801
1107,-5081,8498
-2104,9566,-3331
-1001,3624,-2252
4566,-400,14391
-14662,6426,2223
5803,3908,11149
10602,13936,5106
8235,-1695,5074
-7863,-13407,-11670
9841,2616,6811
-11314,14966,-14753
-6514,-16141,16176
3852,4682,-10875
6844,-1516,2011
-12098,8450,15598
-14164,1602,-915
-2021,-9897,-8426
-992,846,3871
529,16340,-8868
-7965,6964,-3820
-9413,10986,10528
7254,-358,-9789
-14934,9148,-10414
3218,9828,-7014
9056,-12191,579
11127,11211,3175
11800,-4284,13623
-116,13923,4471
-5843,9555,9968
-9823,7000,-3490
3,9445,-4879
16172,3532,-6954
15779,13656,-6836
-353,-9228,12985
-6103,-3095,12768
-9773,11169,204
-6802,15314,-8709
-11268,14919,3551
1457,6503,8346
-3132,-2509,-9193
-4217,-8627,2663
-2849,-8851,-5065
7468,-4630,-8928
-1706,-13073,-825
8347,-14654,1065
-8283,-4268,-12758
6760,-2830,-6747
-3389,-6954,-1490
-1041,-6844,7015
8735,15179,7341
-404,-4968,15399
10184,8002,3162
-16056,3130,12402
3777,-3590,-12318
-10234,976,5420
12955,9405,-12914
11543,-6148,16273
-15954,-5129,3789
-2385,3169,-6070
9057,-11396,9868
-13817,13765,2210
-3684,3482,-5649
-11290,632,-12177
14584,6659,-11819
13510,-14801,-1806
-2405,15913,16313
-233,1903,16322
-9221,-11199,11622
1675,433,-5286
9080,-1815,-1547
-14596,-8988,7868
-6088,8454,-4064
-8226,-16240,8829
12628,-391,-6230
14215,700,-3282
12803,-7132,-6149
15172,6715,-8210
-4326,-11065,-12231
14334,4567,8791
367,15457,3534
-8720,-5559,-1934
-13393,-370,-1795
10716,-13288,3939
-573,10526,-13263
309,-2750,8098
13519,6903,8311
-502,-1128,750
-1221,-2185,-8246
12597,13940,5617
-15608,-5863,-11476
-10593,1665,12193
11849,-10389,-10786
-13140,9269,13829
-1195,11279,-7107
-363,-4783,13124
-7872,-12473,10308
12708,11077,-2452
-14429,12708,12997
12111,-2935,569
14926,-8862,8808
-8492,7178,-15433
-10893,16015,1388
-7964,13515,-4650
-12508,3277,9248
732,3557,12715
-905,11938,10653
-15335,3376,11208
-5448,3684,15359
-1376,-9498,10892
3332,-3729,10812
-11461,5028,-10275
-13647,-9322,11525
-6252,6952,-464
4612,9379,670
342,-1888,12258
-9140,10326,-5526
16102,-13573,-2535
-15978,-9742,5369
-8034,-2312,-14475
5292,7236,-15464
15652,7413,-3185
-7106,-5964,13867
559,-12961,8228
-2629,-1076,-5695
-7136,10234,-10460
-10511,-13518,-16208
-1095,11054,8598
6937,9054,8922
12120,6276,8148
-305,9434,14002
6144,-15258,5412
11579,-7171,7669
969,-4683,-5845
-8792,-12692,5141
-977,6875,-1188
13247,7570,-13660
10249,-6764,-7368
8928,-10545,-8098
13096,1113,-13555
6716,2961,13077
-448,4872,-10798
12790,-5355,-461
13912,15616,-5866
12190,-1975,16144
15291,-5804,721
-2104,-13418,4823
-6665,13287,14170
-1440,-8942,9839
-7033,-6825,11039
-9345,-699,4618
-10609,15615,-10415
-1521,-662,12148
9879,6176,-12987
-579,-11550,-11993
5509,-13919,282
1537,-10534,-192
-7684,1916,-5416
-13854,-3947,-14857
-15347,7218,-7951
-9078,3564,-14845
-73,-12527,-7548
-14605,8518,10168
7715,14990,-12886
-11497,12800,8597
16139,10618,11304
998,-5229,-12650
6701,3931,2068
-9908,-9047,-15679
2021,-10688,3579
8272,13532,7513
-3146,-10160,12432
16031,5388,13403
12200,1220,-14172
-12962,-8962,417
3796,4417,-7976
-6445,6117,9638
16262,-35,-9696
-14011,3565,9303
-2679,2892,9596
-14374,-9122,-9420
15076,11153,8189
3177,4038,5171
16382,-7021,-5327
16242,10748,-1742
-7470,5817,-4027
9337,-4730,-15064
14563,7427,-8933
-10411,6520,2066
-11390,10845,-13044
10239,-2911,23
8780,34,-5247
-13749,6803,-1426
15717,-8303,1597
-4654,6410,5287
-12637,6645,-12072
-4496,14660,2805
11026,6207,-548
4446,-12380,3561
10532,-2476,-13129
-1359,-6424,-4557
-12895,-656,-9989
6407,6692,-15824
-1212,-13944,7630
15591,4789,10044
732,-646,-6665
-6504,2361,13382
7212,-10501,-15014
13558,11955,10366
-9103,8183,-3129
-15492,-12571,5533
-2093,-1854,1165
-11365,4695,-887
5573,-9061,5715
-2306,-16231,-15914
14370,5576,-13059
6742,-11866,13534
-3956,11602,-9384
-9880,-7688,-14593
-6448,2934,-10703
12379,12914,40
-1193,11498,-13457
-8385,-10099,-11888
886,-3323,-9
-11538,9867,3030
7001,13497,14978
12350,-2920,7733
