Literal_1,Literal_2,Literal_3
-15190,10917,-8806
-13129,3163,-9059
-3995,1242,2095
-5694,4781,1315
-12799,16312,5808
-12561,5125,15977
1601,1183,-5640
8951,-5402,-9204
15939,-5662,-8608
2395,8743,-4519
10674,8902,-8619
6322,2656,7307
15271,-4896,-15186
15452,-12039,-11676
1086,7892,-11711
15753,15504,6940
-5528,1171,4340
10547,-12766,-3395
-13517,3317,-14474
-2585,6729,1882
-4461,-1602,-7105
-1434,1565,10106
3988,4169,7238
-15782,2631,-3434
16122,263,-12153
859,14990,15243
-11108,4329,1721
3876,-151,690
-11782,-5856,-13316
-8172,12716,2693
1199,-6307,-8958
-8601,14307,2005
1100,-5467,-5094
8901,-120,10671
441,-5870,-15808
16115,-3661,-6857
-558,-9367,11420
14740,-14763,4590
14898,7149,1626
-15,3016,-6019
2623,-12702,595
4454,103,16195
11764,12144,-15321
5187,-6956,-15978
-1734,-10925,-10622
1727,9418,14239
9050,5428,-3895
-3050,13300,-6142
14126,-3947,-2849
-16359,-4390,12781
-10770,4772,-15064
-15741,-10335,11701
-5046,-10280,-13246
-14594,1457,6287
5087,7150,3889
379,703,-10996
-11908,-3089,9505
-3553,16306,2074
12993,-7135,9581
-10365,4449,-9916
-6134,7006,-10443
3572,-1708,-11918
-2428,-3193,-6789
824,5614,-5038
-7432,-13664,2941
12207,-448,-1339
2164,-15788,-4302
-9532,12609,15114
1729,2047,8025
-3315,-13790,-12832
14065,-9882,-15162
10309,-4144,7354
-14106,-2994,-12430
5338,-6841,14598
11251,9736,-7017
-9566,4442,-7079
-12746,14994,-160
-6916,4395,9518
2440,-11804,15260
4174,-833,1598
-11020,-14727,13272
7862,-14020,10697
9574,-3470,-9975
-13343,15125,14049
-11967,10982,10790
14242,3785,-7633
9465,-4770,-3362
-12690,-15105,9070
16313,-640,4902
5978,-604,-10779
10338,12746,4056
-7808,-7462,-10687
7630,13278,13436
-280,14559,4491
11336,-12811,-12054
-8653,-3464,13947
-12001,-15108,-15312
11497,-7140,162
4271,-11561,255
5908,-1015,13585
1495,-14805,12578
9834,6043,2387
15452,8335,-4885
-9017,-14129,-4521
13954,7112,-12441
-10086,16290,-5066
-12715,4845,2393
-15796,9022,-14027
-9871,-12661,4534
7225,770,1290
-4285,-10384,-15079
-10996,-10676,14524
9820,1909,14861
12585,-11748,-14738
4695,-2048,1504
-5154,1123,12642
-1985,4999,13352
1095,4759,2100
7058,-12033,11065
-2097,-3262,10759
-2834,-3353,-9319
4738,12632,-14297
14096,10588,-2610
10125,6163,11239
2980,13367,-6359
-9801,682,-10088
4292,13432,-9618
-13113,3244,5360
-10920,4066,-13904
-5949,-15424,-14845
11560,-14150,4607
-10911,-10165,-10768
1317,-12754,3894
-14445,15238,-14841
7893,-15594,-7041
-729,-16070,6654
-10761,-9700,13671
-8846,-784,6219
-13265,-6655,-11916
852,5278,-8038
6670,-1286,895
-1264,-6632,-8267
-9306,-13815,6093
1712,-4211,13173
14675,6798,-9481
-9647,-2498,12391
-10767,14669,-9445
13624,-7720,5157
-13162,11079,-15399
4720,-6334,962
-9274,10136,4577
2622,3038,-5230
13187,12752,13223
-3404,-7168,-1381
-13885,-5716,-9155
4097,-4686,2028
-14708,419,-11156
9484,-11068,2810
-7914,-8909,7451
-15048,7587,1118
8862,2598,-7078
-15826,-8090,12177
14434,4270,-10656
-8973,13823,-8242
583,-8628,-9868
-13943,-5773,-15914
-1311,9285,16297
2514,-5321,-12384
-8073,6873,13679
-14647,15678,13156
-2619,-2919,-586
-2675,-11997,14876
-5340,8855,-7800
2664,2724,5913
-1643,2136,10705
-14335,9909,-733
-6600,-13987,13586
-15871,1831,12330
-15896,11896,2940
7102,-4474,9202
12304,9143,8220
-10003,4516,10389
-7892,-16151,12198
16079,11468,-4933
13264,-6310,1377
-2539,13607,-12005
-12257,3726,5689
8258,-13752,8166
-5455,-8797,12971
13718,-390,-15048
-2056,11005,11333
1030,-14907,-692
-14897,57,13791
-12742,-15287,-14270
-7547,3629,16033
-11439,-1643,-15887
-3905,11319,-4865
-7507,-4877,4023
-2233,5358,12938
-14309,-5418,4775
-3021,10313,11493
-11941,9206,-9984
-9791,-15846,13476
16249,-5587,2370
4629,8720,-14653
-7023,822,16104
8255,10834,14206
-4741,-2423,1963
-5289,-11150,4260
-2775,-13702,4756
10503,11090,342
-1446,7371,-472
-10687,-728,-4568
16269,16346,-3603
2781,2022,-16373
-10725,-8618,-517
13465,15896,14785
-6062,8353,1745
5371,-8296,-13937
-3209,2652,-9438
-718,4738,-10647
3490,-4239,-14958
-2763,-15939,-15204
9734,-7759,13653
14284,5607,13037
-5456,10756,-11046
4830,-13825,-6546
11374,13518,-6319
9969,9199,14785
-12163,4907,1392
8121,-16316,8442
16340,-13254,-6626
12531,6568,-2770
11810,7208,-12725
-1648,16246,4929
-15881,-1013,14974
3581,-7708,11492
3510,-2721,4469
11531,5103,-7052
13182,1464,14255
10455,-9705,-10848
2007,6340,16281
-6493,-10670,1751
-8411,16103,14239
3744,-10727,-8451
2558,-12990,7441
16126,6790,5238
9772,6144,-8707
-10429,14271,10168
3565,1580,5706
1491,15862,7177
6217,13664,11142
7876,13853,6555
-632,14121,3944
-1202,6501,9065
-7299,-12416,13711
5956,8060,14468
13471,8636,614
-7666,1905,10114
-5871,-1926,-10980
9883,-15562,2538
-16349,-12911,-10583
11851,-13233,5671
1307,-16369,-1708
-12561,-6898,12151
-15306,-8791,-13278
-11122,12652,-12837
16214,4309,6820
-3853,-13259,-11979
-7244,12828,800
-10768,-2493,3176
-11020,3167,-7560
-13289,14313,13872
-14975,11078,7344
-13319,8650,-5978
14932,3544,-8213
4077,-8140,7931
11521,-9177,9981
-10735,13814,-334
671,8961,2095
10346,-15947,-7741
16254,-6834,2382
-8450,4186,15348
-2098,-2529,-12404
-13425,14331,-11245
7371,5601,-16173
3056,12034,-15294
10084,-15305,16226
-2381,-10231,-14509
-2107,-7629,-5278
-83,9232,-9595
10624,6783,-8510
8241,-6433,-8022
16248,-15362,7877
-15595,13054,13330
6454,-5212,-10759
-8739,2174,-2043
-2911,-2633,1148
-13394,-1838,-7607
6658,-806,2935
12293,13390,16266
-7313,15140,-8572
-3844,-15561,13092
-16161,11690,-4573
-5499,315,-13769
-6487,7078,-14917
5575,15320,-10995
-14002,-8444,-14108
-3402,-13804,6645
-12911,5335,10503
11080,3497,-3204
1569,2657,14897
2423,7143,-5534
1957,-9156,-14432
12479,-2617,-8403
13616,-9919,-7069
-4219,-1747,-5089
14778,-7970,11559
7193,-10134,13229
-3339,-4917,584
-7228,-7128,3496
434,-13200,-4717
-938,1946,-14674
-15570,-15928,-769
5695,12206,-7782
-11389,3964,-7048
-5246,5256,-1193
-10556,1657,-12804
15832,6524,1391
12975,-963,-713
1189,-6039,-13812
3264,-7304,1367
12626,-13923,-2478
10395,1620,13880
-13037,-7703,5961
-15158,-10531,-8966
12449,7632,13748
-14828,13841,13244
4293,-11552,3479
-15232,5534,10630
2921,13994,-14062
-2262,-12239,8443
7964,-12082,7701
13272,-10837,-6618
-14280,52,-13192
-6837,-7208,-10368
-6971,-10346,1788
-1105,8573,-233
-2548,-6566,-13715
9103,1930,-12904
2721,-323,5311
-13496,1942,-4442
-8529,-5963,-12252
-13785,-3220,-830
-6759,5817,6788
-10471,2956,9663
892,8870,5682
9707,-10433,14712
-1896,-3065,6496
-15764,-10029,5124
-13108,12745,778
198,10438,15321
-47,320,-5053
-6164,6242,13824
-15493,9615,1569
12003,1733,-12131
12312,10814,9907
5443,-15989,-7991
8517,-15952,7681
-771,8862,2727
4178,-12659,1949
11720,-11285,12668
11712,-6729,-9613
-1083,-2487,-5918
-911,15331,7023
-9101,-10294,9184
-10379,13322,-5979
-15027,-4547,-7287
7640,-9471,-14828
7706,12052,-14868
11007,2381,12550
2922,-14047,8297
15476,12154,11086
-9050,9683,4134
1293,4094,10955
5954,10444,-14984
867,-4481,-6562
-271,-9845,13104
4734,-13019,-6835
983,6328,-15378
-14866,-12503,-10295
-11474,15389,-1588
-9153,-14119,6814
-1538,1363,-14355
-5091,-8259,-799
4126,-10895,16115
-7533,1574,12956
-3448,15072,12225
-6913,-10881,-2276
-8063,-4755,15516
14417,4351,-15857
-11257,-10010,9657
-10255,-1041,-14103
-14247,-1874,3723
12943,-11978,1338
4139,-3652,-8405
-11842,-2126,6138
14069,8203,-5862
-7405,-5718,-346
-14272,8153,6002
15525,12130,-8971
-60,-6827,-12248
-12073,-9543,-820
14721,-4864,-6373
13331,4403,-9962
14671,-10589,-9366
10279,-15400,-800
4005,-3819,13305
-363,-8702,2814
3657,7324,-5956
2080,13308,9431
-16162,9861,-5517
-1299,14966,-7931
12652,1540,4014
6493,-15242,-4903
-8528,-10464,-9423
-13852,-12844,3829
-14842,-11068,-15678
-5859,509,8101
9772,13410,384
13348,14476,1592
2016,5761,-1459
-4286,-1500,5791
-5155,-9564,16365
-7883,-7182,-9894
1178,-12127,-823
-8966,1909,9398
-7692,14135,2887
4332,-9727,5749
14959,9482,11587
-326,-1527,-101
-833,-13863,2752
-14027,8305,12395
4809,11988,-4929
-5024,-5137,3650
2800,1919,-1054
-12742,9944,-2956
-1321,-14803,-3808
3115,-4896,11754
8856,-14631,-16327
-16021,-9864,-10268
11489,11832,-12166
-3018,-14459,-13629
8464,-13265,-879
10223,-14489,-14228
16224,-15190,-10887
6119,7747,-12789
15224,1675,6947
-9903,13212,12976
-13383,12490,15300
15659,13268,1245
-9788,-11692,8807
-14984,-16143,-7503
9625,-12640,15271
2694,-11635,3106
-8771,-323,-3213
-3025,13743,16295
11201,14398,-7033
11809,-15161,-4237
2779,4491,9599
12363,5879,7922
8281,-1586,-2334
1476,-14310,-1436
-3614,13858,-3995
-14257,-4392,9883
597,-6718,3762
-14727,3915,3855
-11950,12597,3128
-13258,3181,-12045
2360,10647,-9858
13675,-14936,-10526
12829,6619,10780
-1787,-6394,-4223
-11626,6694,-9975
-1700,1484,-3219
-871,-305,8676
2121,-4371,-10802
3164,-5343,10989
5986,8740,16356
6002,5077,-3976
-15639,-7538,-14323
-3869,15323,-9775
-1061,12778,1781
799,9672,10201
889,-3556,-11555
-15473,11363,2051
8799,5166,-12652
-9287,-12791,-3209
-8225,-13206,1291
2232,1766,-13077
-3745,-11635,3229
2496,11638,10217
2394,13455,16058
-1549,-3275,-9367
-737,-5523,-1005
-10665,11212,-9261
14173,3531,5109
-16267,10360,2491
14920,-8789,4571
-8534,7390,6259
-15545,-5995,11178
-3661,10210,-6289
11866,15867,576
-14240,-7930,-8033
-10887,8198,-2065
13047,-3521,-14392
14928,-13813,5220
-1676,-1530,-12787
5964,-13292,3885
8644,15371,12377
7783,388,-9269
7649,5767,-2015
13164,-4010,-6649
2099,2617,-3309
5526,-3972,1849
-6450,1130,541
9492,-8675,-15306
-9756,-8612,4965
-9806,9106,11116
-417,2831,-2492
-14197,-8290,2932
-12732,9547,7753
-12144,15600,8846
13459,5482,14341
7824,-6260,-1621
-11312,14369,-12251
2718,2322,9384
-12356,-12395,1080
-104,7752,-668
12966,-5148,-9515
-4153,9417,15745
13869,-13348,3687
16320,4869,-12372
-13398,4417,4697
-11391,-15578,1646
-10581,-9009,-12548
5967,-12491,-14774
-2660,-6600,11947
686,-12877,6896
12410,-15441,12399
-163,-12504,-5734
-16225,-10672,-8684
9581,1484,-4252
9256,15338,-10160
14124,-16137,12393
-13276,16063,13194
11834,13249,6
14035,-2611,11502
7165,-6597,-3987
-5201,6929,-15573
15093,12976,-7328
-15867,15806,9236
-3114,11819,-15577
7670,-12154,9135
-10973,9872,-14915
-7056,-7053,-11666
-712,-9148,-4008
5594,-6467,-4862
9295,10229,-3930
-3912,836,-11299
-6227,-4728,-7561
4712,-14617,12494
-1255,-16383,-6199
15032,-5712,10464
6357,-3151,-6190
-8011,-12757,-6612
-8975,-8827,-4541
10456,11521,-15898
-4359,-4922,7622
-4827,4513,4155
12465,1423,15410
8195,-484,8618
3601,-10460,8263
12408,825,-15269
-50,-5827,-10293
9835,-2913,-8951
-9290,3188,15066
-13296,-9029,-9481
6283,-8807,-9172
-3328,-1825,1858
1557,7545,-6250
4892,15903,-827
-13986,-7972,9146
14031,-9694,-9146
-3659,-8001,-14849
3712,13684,15144
-15543,-15679,-10019
-14514,-15419,6060
9739,294,-10221
-3000,8226,-9778
-141,-1090,15712
-16184,-6897,2644
14945,1059,4363
6782,-13524,-10062
12687,-4987,-15
-2998,-14890,7538
286,-14723,10545
-4754,-4736,-8677
-13458,-8477,-15296
-14282,1011,-4240
3834,6466,8979
183,-6089,-14933
-12540,15541,-9230
6273,-6925,-1863
10626,-15681,-3746
-6698,-14046,-8895
625,15835,-9347
-10389,-14744,5275
-10777,6402,681
-4281,8953,-8402
-12466,1582,-13564
8167,12627,-15512
5985,5610,-4573
-732,-8592,13470
16265,3390,-2426
-11533,-5562,12735
2447,8024,956
6269,11646,3462
-11833,9088,-15482
483,9979,6250
-4138,11548,2474
-1499,-7639,-613
14407,3656,5214
-11776,5596,-1364
-3363,-12773,9112
-14544,3024,14933
-4700,-8275,6855
-13930,-13787,11114
-2022,2456,-15070
9553,-706,-340
2079,263,5620
-5294,-464,10567
11153,-5876,1592
8490,11692,-14495
-12895,-12957,4970
15633,-2896,6053
13195,2046,-7062
10419,-6852,-6705
-12372,-8900,-15421
10457,-3031,-2544
-14162,12336,-6791
-5429,5918,-10069
12722,614,-2350
6169,14972,-3939
-12421,3515,8817
7770,11784,-12574
3338,-11319,4380
-10683,6926,-3983
7693,15752,-15380
2990,10717,-1332
-4858,56,9665
720,-10233,-5441
1345,-9156,-4890
4696,-1318,13539
-14036,-10377,-14296
-13214,-9810,6559
14896,-8809,-13572
-12534,-14170,10061
12856,6986,15034
-3701,-2846,1478
-14586,-12724,-12619
-5972,-7181,7461
10408,9372,11214
-8786,-6881,-7380
14193,-9524,-16021
5577,11250,14329
7076,13313,11029
-2006,-4493,13702
-11394,-15591,1863
-8805,-37,-10819
-2490,7,15975
-12416,10771,10550
-15285,13772,2810
-12656,-4259,-5012
-9361,-2812,-4561
-12600,-1948,4161
6075,-3048,5915
9564,-3261,-9688
10881,-7052,-3306
-9493,12803,12181
4805,8461,6434
9235,453,12266
-5498,10844,14408
-10588,-4358,-11889
13235,-11265,-4846
-6282,-15168,-6572
-5435,5529,8759
7625,-14026,-2475
-6388,-7017,11970
172,-12602,3587
7977,-7044,-3780
12240,-1116,-752
16251,2673,-4171
3224,-9078,4871
-2010,-13782,-14919
-14028,-7896,3238
-7562,-4446,10488
3185,-9595,-14856
12492,-3304,-5119
-130,-13725,-15181
2284,-6110,-6794
-13015,-546,-7600
-5770,-1603,4035
6110,14777,-11604
-15813,16089,-15516
9602,3691,4370
12453,-16326,6161
-1790,-7884,10484
2825,-10002,-9626
-3478,69,-5378
10204,-1323,7628
14200,-6678,-3156
9540,-1983,-792
-14666,-11706,14290
-3130,1611,11165
10382,-14169,10308
9656,10273,10136
11693,13281,3652
-14746,-14773,-10215
9637,6699,-8729
14251,-8984,-7215
10970,10316,-5493
2585,7206,371
-13815,-3251,4453
12243,-14208,-15483
1106,-2114,-2878
1351,7606,-6962
858,-4297,428
-854,-6175,6001
-8697,-3665,-12108
8286,-12066,9348
-8653,4638,740
-15987,-7007,-15129
-12846,-1664,-14282
-2534,-4631,-8099
11005,2570,-15474
-2410,1754,10717
15961,-16250,6239
6223,8340,13694
-1673,-453,-15696
7346,7960,-7476
7771,-12483,5022
-3952,5920,-13861
-1605,1768,284
-946,2525,10685
-9859,-14839,13734
5196,14031,14034
3482,6028,-14504
-9009,-2841,15317
-14015,-12493,-12110
516,-6734,2136
-4951,-15939,-14486
14718,-1725,-3644
13656,11983,14381
6156,-5438,38
-2450,3060,-5402
14145,-16044,10688
6290,-15816,15330
7578,-15446,-3529
13218,-4557,9784
945,-4051,8757
-4588,-383,-12938
231,14601,1776
1741,6941,15484
-3361,-6375,-6150
-6828,-9044,-5997
-5809,2747,15184
4531,-2328,12063
16234,-791,5164
4857,-11995,4715
15731,-16023,-5047
-520,7846,3110
-13094,2221,-10671
-9824,10191,-213
5572,-4013,7266
-11050,-8284,-5875
11224,-1024,5498
9388,10528,13656
-13135,-8927,-4599
9514,-15751,14911
-2713,1120,-10862
-14878,-1317,-10753
11916,-16174,-3364
4679,-1159,-2315
-1905,14315,-1560
2315,16236,6201
9657,11270,6682
-13571,-9073,11775
1969,-2067,-4988
425,-11046,-7684
5549,12970,7382
-9108,2266,380
-15762,-2553,10888
-762,-6556,-8936
-12638,-6017,211
7169,15212,5469
13821,3000,-524
-9751,5629,-13612
-15984,-5180,2387
-4265,-5942,-6113
-1303,4413,-13853
-14288,-16321,-6661
-5064,13932,5802
11383,-5928,1771
-13045,206,1372
2263,2701,14544
1200,13435,813
-8369,-15205,-1667
-14302,-7603,8192
13657,-14036,8167
-436,-3953,-9380
-11157,-9321,-13342
6648,8024,-8473
-14776,-114,16320
-9846,12535,-10948
-13689,-726,11341
8637,1418,-7280
3572,-6595,-12105
6086,6119,-10125
7524,-7675,7986
15740,7490,15272
-11202,8204,12301
-10349,-9167,-1122
-13196,-6155,5739
9522,5324,-11484
-10118,10561,12247
-1937,14944,-8040
-9733,15248,-1461
12069,-8296,-16174
-1285,8654,-14879
3751,12073,-7747
13087,-4146,-850
6460,-1082,-345
9177,14663,13451
-2411,-5313,4399
-15448,7571,7278
-11792,-13362,-759
-8371,-10983,-11343
-3018,-15798,-4966
-798,9009,-5251
-4019,4345,10704
-3633,-8761,10051
4313,13294,-12673
-6400,-1748,-10835
3586,9238,-11132
12393,-15955,9629
-4513,4730,7562
-15664,813,7282
-6752,12680,6505
9825,-13716,9749
-3029,6623,-3016
-7978,13079,191
-11672,1494,2476
-4134,-1791,-8032
16204,-11009,11495
-16093,-12812,13989
10665,-4745,1361
-422,-7380,-3771
-10250,11291,527
1418,5293,15623
331,-12973,-2066
-2970,3299,7241
5061,9268,405
15195,-6489,-1347
8645,-185,-3712
-10056,8245,7228
3954,-9496,5979
-12513,6739,-14005
14255,-12608,-9353
-8191,2042,1527
-14774,-7010,5147
-9584,-2480,-8697
6294,7869,-11291
8379,978,11144
6255,5740,10144
3586,9268,15849
-16354,13179,1372
14233,-5633,-299
16159,-7766,-5937
421,10585,-10431
10558,4530,13408
15030,4787,-8305
-2923,-15284,10654
-7239,1172,-15491
1692,12689,4680
15918,-2766,15685
-13454,7523,-3597
2503,-8427,2137
-11657,6178,-2788
13646,14101,2370
-5380,-8433,-4580
11582,-9651,-7788
-7046,1263,13918
-13942,-6033,209
-10746,3023,15773
-7986,13462,-14562
86,-4137,-3736
3566,7542,-4782
-14462,10593,-2832
-802,-11562,8960
-6950,3697,7560
8147,8979,11357
-15664,-10739,12417
-8059,-14928,-7428
-4117,-16315,-15117
-11011,7405,1719
-15168,-14826,4683
12482,2718,13149
-11259,9523,-14540
-13505,6066,15872
-13847,12460,-11218
-1487,-6354,9720
-12358,8348,12165
5447,-15793,-10296
5910,13650,-12202
-4156,-707,606
13912,11489,13203
9940,10796,5175
-15489,4429,-9205
-15358,-12043,-12746
-938,7149,9879
14977,13427,-15469
6576,15478,9199
3941,-8696,13841
-16252,-16102,-4001
1051,4060,-13078
-10983,-6080,-11868
-994,-728,12791
4952,8233,-9860
2098,-8642,1359
-6272,666,13608
5072,10920,-170
4487,15911,-7822
13886,1288,4335
-12003,-1824,-1703
9396,30,-11976
2658,-13789,15351
-11486,14415,-3762
13291,-12888,-15977
-13139,4699,1725
5033,1912,-15189
-6105,10982,10407
-5322,9868,-10060
14483,4948,3013
-4884,2321,-1311
-14894,3242,14273
-9538,-14577,5990
-10051,12151,-2864
13969,3886,10448
7389,-5099,-3274
-8059,13262,-9667
13995,7559,9938
3178,-11351,7274
11426,-11716,-2013
7956,-14386,-12853
6333,-2527,9905
1589,-2517,-9008
10530,-2412,-16060
5003,-5965,12466
-12405,12416,-4790
-6159,-9996,2436
7759,5734,-8299
-1718,-9690,7196
-11379,-11489,-13360
-5097,265,-7305
-9805,11756,-15336
-13800,4034,9766
1232,-8074,-13319
-13055,-1505,-8012
620,-2353,-8930
7165,-16378,3911
-5814,-10447,13227
-10318,9481,-12614
4514,8955,3417
6141,4927,-5013
-14168,-5581,4895
-2590,2567,-10572
11093,1529,-462
415,1676,2316
-2486,1121,-13287
-15532,12038,-2620
-2043,-9078,-9978
-13797,8893,-759
13215,7635,5928
2903,9133,5385
-13071,-3278,883
-606,7440,13211
-9913,7047,-2460
-13233,-15771,-8784
-8980,1636,-3984
4865,-8546,-10929
-9456,13867,-9494
4774,-16088,-3791
-14477,10695,-3193
14841,7431,16282
6491,-13952,-15140
11371,-15273,-9236
9605,-1978,16137
-13072,15321,-679
7129,8164,-15953
4338,6297,10164
-7175,11402,-9922
1903,-123,4529
-8500,-8605,-14225
-11916,12664,-3638
-2993,7841,-13194
-12536,-8436,-2358
-7437,463,12539
-13164,16060,1272
16361,-9008,-5597
9075,9057,-12306
-139,4235,-7245
-8797,-4561,-4651
-983,-9483,-5726
10579,2852,-14944
-1461,-13385,10974
3550,7309,10875
14663,7431,381
8084,-407,-6660
7912,-1493,-789
8912,3952,5949
8431,-7514,-14585
-11110,6759,2075
-3305,-11404,3411
-3212,8287,13413
-6478,-4036,-9913
-6977,-9022,15766
-9793,-1793,15658
2945,-11903,-10280
13981,-611,7811
16342,1219,509
-11129,8760,16353
14351,-8016,15110
-10012,7349,11431
-2915,-14458,-4657
-11272,-8638,9739
14625,7532,-11816
12445,-16257,15193
14060,-11949,15076
10902,-12619,-2065
-11214,756,-3835
6683,14721,-474
14673,12461,-1
8729,10446,-13642
-9118,7152,2729
8691,14486,14333
-10274,-4768,-11989
5632,13406,1188
7553,5450,-8155
4276,2210,11229
-11502,-5716,-5
1135,8249,11587
-1245,-2850,-15323
13782,-12410,14182
1963,-9181,6058
-14284,-14367,-4023
-7739,3259,9166
13721,11515,331
314,14258,-4074
2507,7716,10021
-9412,-10991,-11947
16123,13245,-6333
-9201,-8633,-9735
11510,-6663,-5981
14950,27,-12174
2735,-5730,3408
10734,6230,14660
-2806,15460,10999
-5192,5189,-11925
-2025,10236,-6341
-5825,-2289,-4796
-16028,11541,7008
283,6632,-13047
-6405,-9838,-8885
15697,-15613,-15893
-2031,6806,-11134
5016,-10706,-5871
13400,14899,25
15254,15525,-173
8320,15104,7977
6446,3346,16101
-14093,-3808,-14427
1120,11211,-7281
-8892,11154,104
-15207,-1995,-1030
-8465,12064,12028
13626,-13483,11261
-12420,10683,5930
2472,-15984,-8290
-12978,-11917,7460
-2566,-9151,-5625
-1569,-14738,1749
-9905,-4892,-6712
-11749,-11107,9941
7468,11714,14751
7233,-5282,9684
6412,13094,-6938
387,8846,-1068
-11279,-1211,-14677
-1893,501,4608
4120,13949,-10423
-6052,4554,877
-13166,12999,8555
6975,-15269,-5059
916,7517,2740
12446,11921,-10640
794,-6595,-12526
-4022,-8239,6553
3606,-9287,9252
13183,9235,13002
8616,10004,1626
-6320,5728,2324
-6200,-9466,8160
-16143,-1934,3144
2462,4955,8524
13279,-3668,15522
11854,-5218,-150
1782,8928,3689
-7287,1682,12579
11001,9162,2928
-8128,-10806,7355
-10774,10999,2242
-7591,-5855,9846
-7788,6165,-6418
-15316,-904,-10117
4966,-9471,-5476
14461,-5025,-497
3965,-13409,-7629
15786,15281,-9618
8352,12977,-8307
12297,7959,-10841
-6657,-4981,-8420
4236,13426,-4400
14646,-14457,15756
7400,4703,-15837
-1236,2397,-2682
-734,-14402,-1015
11285,-4762,8395
3654,-11747,-11872
-4386,-5425,9498
2834,9469,6306
12926,-15649,-1334
2035,-6521,-8786
-5401,11864,4662
13814,3866,-431
813,-969,-2709
-5368,-8341,1187
-2641,589,8058
8788,-10261,-1733
-12646,-2785,-14770
-974,3955,-694
-12186,-15634,8632
968,-6561,-717
-12630,11181,11561
3030,2652,-1343
15616,8887,-11380
-6561,-13058,-2001
12068,-3921,7080
-9501,13119,13263
7300,6399,2803
-599,16336,-12684
-5206,2943,-14545
-9903,-10546,-114
-8146,-15266,-8287
-14939,-7429,9520
-11497,-12259,13376
4942,7161,8209
12086,5321,7590
-5607,-15584,-15033
11778,16019,10605
-3369,15439,13475
10237,8241,-13494
-11070,6083,2501
5860,1811,2186
1772,1454,-4499
7573,12518,-10403
-6667,15837,-2521
1482,6396,4460
14711,3040,-5478
-2526,6199,14705
-11766,14941,14178
507,-10886,5309
-9146,6218,5911
14869,13594,11375
-15955,-1960,-13544
10889,10893,-15500
-1810,11886,16130
13878,4630,-15987
108,-8010,12533
-3184,-16358,-7724
-1168,-15005,-262
10497,-11804,-8454
8302,-4733,-6642
-8947,-7020,2843
-9023,-15707,246
-12316,-5739,-5687
-7475,2458,-5336
-7934,2473,-379
-5430,-7216,-13915
-11723,12964,1149
10643,4517,14738
3904,10645,11779
2082,1890,-3795
-10570,56,7170
12942,7682,6084
4668,-11843,-8407
14141,8100,-1290
10715,-8539,14927
-8140,-11255,-585
15687,2458,6009
16307,-9694,15231
11128,-8600,7387
-8386,-11332,-2509
2180,6609,-9060
12865,12119,-3181
-9203,15267,5536
5723,-9835,8250
13566,-11531,-14396
1813,-6209,-7627
-12258,8312,11472
-4433,-9010,-14923
-5898,-3122,-1058
-3423,-15922,-15764
13944,-5162,9156
-11738,9834,9772
10991,16024,-2301
-7196,10024,5891
6195,-11864,-2348
-6796,12949,-12703
6353,7591,8462
4647,985,-960
6540,-13203,8304
80,1741,9494
2755,-10206,7881
-1891,12467,-1335
-12573,-15801,3101
2574,11028,-14186
-13107,2473,7996
10343,-10864,-12295
13226,11490,-7857
12681,-1995,11740
100,-5432,-11022
-14742,-15252,-10754
-5066,-9200,-13663
-3978,9928,261
15643,-13868,-12867
2037,11074,6894
-6345,-1358,-7469
16024,-5443,14792
14157,768,9401
-851,-1467,7872
-15728,7211,11403
2397,-15864,10073
-9916,-12697,9435
-11961,238,-15506
13143,9370,-15094
1144,4404,4081
-9809,927,-1745
-7400,5102,-14254
-12310,-5417,-12407
12161,16116,7498
12450,10576,-15778
761,-11615,15568
-12366,7077,-4259
-4737,15767,-13105
-16322,-13409,-15368
-15131,-8105,7933
15593,8271,3707
-7437,4037,14822
-14972,-9068,-1661
-9141,11039,704
13909,10927,-1856
-11809,-15244,9466
6920,-4823,-10431
-15593,-15281,-10192
13576,5330,-8325
8606,4854,-5399
1623,-4294,-14329
5634,10646,10518
15400,-13842,1628
-8779,-8933,7026
8589,2912,2344
-9008,817,-15998
13535,1821,14057
-27,-2656,1127
-15613,-6284,6819
-9781,-13946,-5973
9785,11665,-14383
7645,11995,-15393
-3821,-8756,13424
8267,-2465,12893
-1025,8621,14443
15196,2692,158
-11519,-6894,-10669
-15089,11568,4913
11758,-10218,3197
-3416,4033,15719
-11578,8514,-12284
9418,-12943,8142
-10052,6253,-6027
1518,-15721,-14622
-13661,9918,9272
13132,2134,1836
12357,14690,8844
-5958,-7915,-14008
11435,13045,-1274
-3443,550,-9188
-4859,-6833,2331
11944,-13125,-636
-996,-14057,-4733
-10904,7630,5920
-6539,9900,10600
-5055,-9974,12354
-8308,13002,-15884
-13912,-5404,13837
-3795,16345,-2451
-10020,-3141,14126
15495,-12313,12340
-13776,13625,4116
-14590,7000,6519
4383,-10545,5915
12631,-9850,16110
11654,-4369,-1649
-10781,12950,15779
-9163,6800,13534
1903,6736,-14452
3845,-4617,-5767
14459,1109,12537
7070,2015,-3685
-4131,4235,-4679
-14494,9337,13805
-7170,11301,13659
-11168,14109,1763
-7011,-6893,-4396
-8243,-12345,-5216
-3868,-15985,11327
-15714,-10681,-11472
-2625,-10251,15603
4080,13644,-3996
6782,14160,744
-6679,-686,5548
-3162,11130,-14707
1457,16038,8579
-6153,-15792,3866
